sylheti,bangla
তাইনে আমার কিরিম আনার লাগি টেহা নিছে,তিনি আমার ক্রিম আনার জন্য টাকা নিয়েছেন
আমি মিছা মাত্তাম ফারতামনা,আমি মিথ্যা বলতে পারবোনা
বিয়াই অ ফাগল ফুত্রাও ফাগল,বিয়াই ও পাগল ছেলেও পাগল
ও ফুত তুমি বইয়া বইয়া মোবাইল চালাইবানি,ও ছেলে তুমি বসে বসে মোবাইল চালাবা নাকি
তুমি তারারে ফাচটা মিনিট সময় দিতায় ফারনানি,তুমি তাদের পাঁচটা মিনিট সময় দিলেও দিতে পারতে
বিয়াইয়ে চার লগে টিস্যু খাইয়া লাইছে,বিয়াই চাইয়ের সঙ্গে টিস্যু খেয়ে নিয়েছেন
ইয়াল্লাহ আব্বা অ কিতা কউ তারা  টিস্যু খায়া লাইছুইন,হায় আল্লাহ! আব্বা কী বলেন তারা টিস্যু খেয়ে নিয়েছেন
তারা কিতা টিস্যু চিনুইননানি,তারা কি টিস্যু চিনতেন না
যাও ফুত টিস্যুর ফেকেট তা হরাইয়া থুইয়ো,যাও বাবা টিস্যুর প্যাকেটটা সরিয়ে রেখে দাও
তারার বালতি ইতা কিতা ফুটা ফুটা,তাদের বালতিটা কী যেন ফুটো ফুটো
ফেটর মাইজে কামর মারি দইরছে,পেটের মাঝে কামড় দিয়ে ধরেছে
আমি সিলটি ফুরি,আমি সিলেটি মেয়ে
আমার রুফের নাই জুরি,আমার রূপের তুলনা নেই
আমি ইচ্ছামত ফান খাইয়া ঠোট লাল খরি,আমি ইচ্ছামতো পান খেয়ে ঠোঁট লাল করি
আমি থুরা থুরা কতা খই জানে হক্কলে,"আমি একটু একটু কথা বলি, সবাই জানে"
আমার কান্দাত আইতে পোয়াই পায় যে অনেক ভয়,আমার রাগ উঠলে ছেলেরা অনেক ভয় পায়
আমার কতা হুনলে ফরে করে যে নয়ছয়,আমার কথা শুনলে পরে করে নয়ছয়
